cluster_id,min_lat,min_lon,max_lat,max_lon,mean_lat,mean_lon
20,-36.10771124886783,-72.65104598233216,-35.586058552077134,-71.26224247382119,-35.83178601642691,-71.8173774078609
21,-35.586058552077134,-72.65104598233216,-35.32523220368178,-71.95664422807667,-35.42832057985849,-72.42471444824865
22,-35.586058552077134,-71.95664422807667,-35.32523220368178,-71.26224247382119,-35.437206955983896,-71.61212328513326
23,-35.32523220368178,-72.65104598233216,-35.06440585528643,-71.95664422807667,-35.18509788422381,-72.11303981752495
24,-35.32523220368178,-71.95664422807667,-35.06440585528643,-71.26224247382119,-35.189485878742346,-71.54135505763108
25,-35.06440585528643,-72.65104598233216,-34.54275315849573,-71.26224247382119,-34.88010495204122,-71.73425095531428
26,-34.54275315849573,-72.65104598233216,-34.02110046170503,-71.26224247382119,-34.31041813593697,-71.74162426720133
27,-36.10771124886783,-71.26224247382119,-35.06440585528643,-68.48463545679923,-35.70454846138962,-70.94538889473728
28,-35.06440585528643,-71.26224247382119,-34.54275315849573,-69.87343896531021,-34.86391155056475,-71.10871374746228
29,-35.06440585528643,-69.87343896531021,-34.54275315849573,-68.48463545679923,-34.6856355753597,-69.14530790102704
30,-34.54275315849573,-71.26224247382119,-34.02110046170503,-69.87343896531021,-34.175992169827296,-70.71102096872653
31,-34.54275315849573,-69.87343896531021,-34.02110046170503,-68.48463545679923,-34.542689201602,-69.162370596715
32,-34.02110046170503,-72.65104598233216,-33.499447764914336,-71.26224247382119,-33.60446544418977,-71.61224480214646
33,-33.499447764914336,-71.95664422807667,-33.23862141651898,-71.26224247382119,-33.38094879998429,-71.50633172629786
34,-33.23862141651898,-71.95664422807667,-33.10820824232131,-71.60944335094894,-33.12327729371426,-71.65561798904817
35,-33.23862141651898,-71.60944335094894,-33.10820824232131,-71.26224247382119,-33.1659373674599,-71.46860030855218
36,-33.10820824232131,-71.95664422807667,-32.97779506812363,-71.60944335094894,-33.04848238524751,-71.63632755742346
37,-33.10820824232131,-71.60944335094894,-32.97779506812363,-71.26224247382119,-33.038702326420946,-71.49863057375345
38,-32.97779506812363,-74.03984949084315,-31.934489674542235,-71.26224247382119,-32.91777902455373,-71.40400860381189
39,-34.02110046170503,-71.26224247382119,-33.760274113309684,-70.56784071956571,-33.96649856185915,-70.71217872805231
40,-33.760274113309684,-71.26224247382119,-33.62986093911201,-70.91504159669344,-33.66946538322242,-70.942537929533
41,-33.760274113309684,-70.91504159669344,-33.62986093911201,-70.56784071956571,-33.65594900248611,-70.74117243872517
42,-33.62986093911201,-70.91504159669344,-33.499447764914336,-70.56784071956571,-33.56261736725573,-70.67149959737661
43,-33.760274113309684,-70.56784071956571,-33.499447764914336,-69.87343896531021,-33.587787204825425,-70.52303189758285
44,-33.499447764914336,-71.26224247382119,-33.36903459071666,-70.91504159669344,-33.42374496315721,-71.10185238309357
45,-33.499447764914336,-70.91504159669344,-33.36903459071666,-70.56784071956571,-33.43829672412214,-70.67613775262431
46,-33.36903459071666,-71.26224247382119,-33.23862141651898,-70.91504159669344,-33.24421909312565,-70.91872273185083
47,-33.36903459071666,-70.91504159669344,-33.23862141651898,-70.56784071956571,-33.318993296509014,-70.7191967850756
48,-33.499447764914336,-70.56784071956571,-33.36903459071666,-70.22063984243796,-33.43359381452864,-70.54310552022639
49,-33.36903459071666,-70.56784071956571,-33.23862141651898,-70.22063984243796,-33.34832963661116,-70.49576737308526
50,-33.23862141651898,-71.26224247382119,-32.97779506812363,-70.56784071956571,-33.109594827858075,-70.9904781209753
51,-33.499447764914336,-69.87343896531021,-32.97779506812363,-68.48463545679923,-33.0001814184482,-68.9328981265505
52,-34.02110046170503,-68.48463545679923,-32.97779506812363,-65.70702843977725,-33.110961895811,-67.53844632220947
53,-32.97779506812363,-71.26224247382119,-32.45614237133293,-69.87343896531021,-32.82390714961232,-70.93472475727266
54,-32.97779506812363,-69.17903721105472,-32.847381893925956,-68.83183633392697,-32.90384715501897,-68.85431403253693
55,-32.97779506812363,-68.83183633392697,-32.847381893925956,-68.48463545679923,-32.89731734125177,-68.81312759372442
56,-32.847381893925956,-69.17903721105472,-32.716968719728285,-68.83183633392697,-32.83979548944738,-68.85473911971923
57,-32.847381893925956,-68.83183633392697,-32.716968719728285,-68.48463545679923,-32.83549344465096,-68.81633677737747
58,-32.716968719728285,-69.87343896531021,-32.45614237133293,-69.17903721105472,-32.56916083002625,-69.30452205475075
59,-32.716968719728285,-69.17903721105472,-32.45614237133293,-68.48463545679923,-32.642753087127495,-68.74537715407011
60,-32.45614237133293,-69.87343896531021,-31.934489674542235,-68.48463545679923,-32.08959950499408,-68.80283649315446
61,-32.97779506812363,-68.48463545679923,-31.934489674542235,-65.70702843977725,-32.443650051661066,-68.44633160146438
62,-31.934489674542235,-76.81745650786513,-29.847878887379437,-71.26224247382119,-30.0875427447172,-71.3839080347258
63,-31.934489674542235,-71.26224247382119,-29.847878887379437,-65.70702843977725,-31.524772662024933,-68.5709329018723
64,-38.19432203603063,-65.70702843977725,-36.10771124886783,-60.1518144057333,-37.01904884964795,-62.483007302869694
65,-38.19432203603063,-60.1518144057333,-37.15101664244923,-57.374207388711326,-37.66600887101224,-58.42583709738069
66,-38.19432203603063,-57.374207388711326,-37.15101664244923,-54.59660037168935,-37.255174824639,-56.96708655757317
67,-37.15101664244923,-60.1518144057333,-36.10771124886783,-57.374207388711326,-36.670988085236274,-59.07058880440538
68,-37.15101664244923,-57.374207388711326,-36.10771124886783,-54.59660037168935,-36.50029825622035,-56.74050820746459
69,-36.10771124886783,-65.70702843977725,-34.02110046170503,-60.1518144057333,-35.40103846117565,-61.13660647939875
70,-36.10771124886783,-60.1518144057333,-35.06440585528643,-57.374207388711326,-35.52584103937137,-58.169134610291046
71,-36.10771124886783,-57.374207388711326,-35.06440585528643,-54.59660037168935,-35.518350826267636,-57.319417369351825
72,-35.06440585528643,-60.1518144057333,-34.80357950689108,-59.45741265147781,-34.99845074680234,-59.69096768427757
73,-35.06440585528643,-59.45741265147781,-34.80357950689108,-58.763010897222316,-34.9821967084953,-59.277088589185915
74,-34.80357950689108,-59.45741265147781,-34.673166332693405,-59.11021177435006,-34.72571167781869,-59.388132990620484
75,-34.80357950689108,-59.11021177435006,-34.673166332693405,-58.763010897222316,-34.68109960119722,-58.821178683854214
76,-34.673166332693405,-59.45741265147781,-34.54275315849573,-59.11021177435006,-34.58042722812838,-59.18178402405954
77,-34.673166332693405,-59.11021177435006,-34.54275315849573,-58.763010897222316,-34.58870382900001,-59.03196934232563
78,-35.06440585528643,-58.763010897222316,-34.93399268108875,-58.41581002009457,-34.99395471216157,-58.58541017257465
79,-35.06440585528643,-58.41581002009457,-34.93399268108875,-58.06860914296682,-35.033044477425605,-58.18464970644378
80,-34.93399268108875,-58.763010897222316,-34.80357950689108,-58.41581002009457,-34.875248478221174,-58.55453330021405
81,-34.93399268108875,-58.41581002009457,-34.80357950689108,-58.06860914296682,-34.827257102268,-58.21968014909185
82,-35.06440585528643,-58.06860914296682,-34.93399268108875,-57.721408265839074,-34.95772717786516,-57.96403545514969
83,-34.93399268108875,-58.06860914296682,-34.80357950689108,-57.721408265839074,-34.903882481269385,-57.968138979797594
84,-34.80357950689108,-58.763010897222316,-34.673166332693405,-58.41581002009457,-34.703597467997454,-58.52595180267002
85,-34.80357950689108,-58.41581002009457,-34.673166332693405,-58.06860914296682,-34.74029119449247,-58.31743067210096
86,-34.673166332693405,-58.763010897222316,-34.54275315849573,-58.41581002009457,-34.61896614531294,-58.54040826428349
87,-34.673166332693405,-58.41581002009457,-34.54275315849573,-58.06860914296682,-34.62540071982363,-58.38059930960747
88,-34.80357950689108,-58.06860914296682,-34.54275315849573,-57.374207388711326,-34.7908134504581,-58.000212240955
89,-34.54275315849573,-60.1518144057333,-34.02110046170503,-58.763010897222316,-34.30930548618179,-59.015499995534746
90,-34.54275315849573,-58.763010897222316,-34.41233998429806,-58.41581002009457,-34.48575488390475,-58.574841867631505
91,-34.41233998429806,-58.763010897222316,-34.28192681010038,-58.41581002009457,-34.394257992877726,-58.61377926046254
92,-34.54275315849573,-58.06860914296682,-34.28192681010038,-57.374207388711326,-34.46946383865813,-57.84275760542247
93,-34.28192681010038,-58.763010897222316,-34.02110046170503,-58.06860914296682,-34.24807575320061,-58.729489990364854
94,-34.93399268108875,-56.332604757328085,-34.80357950689108,-55.98540388020034,-34.868522977203796,-56.15101455330118
95,-34.80357950689108,-56.67980563445583,-34.54275315849573,-55.98540388020034,-34.72706225915789,-56.16529435546741
96,-35.06440585528643,-55.98540388020034,-34.54275315849573,-54.59660037168935,-34.82380889237161,-55.51708029617686
97,-34.54275315849573,-57.374207388711326,-34.02110046170503,-55.98540388020034,-34.15759576349591,-56.212292884790784
98,-34.54275315849573,-55.98540388020034,-34.02110046170503,-54.59660037168935,-34.250631042530664,-55.863940499977375
99,-38.19432203603063,-54.59660037168935,-34.02110046170503,-43.48617230360146,-34.3328304,-53.7922997
100,-34.02110046170503,-62.92942142275527,-32.97779506812363,-60.1518144057333,-33.11921303182118,-60.572635234777856
101,-32.97779506812363,-65.70702843977725,-31.934489674542235,-62.92942142275527,-32.29699036862157,-63.86092351855826
102,-32.97779506812363,-62.92942142275527,-32.45614237133293,-61.54061791424428,-32.666965539940406,-62.1810118303244
103,-32.97779506812363,-61.54061791424428,-32.716968719728285,-60.846216159988785,-32.89131673318185,-61.06830384234893
104,-32.97779506812363,-60.846216159988785,-32.847381893925956,-60.49901528286104,-32.93549270510824,-60.709876517690695
105,-32.847381893925956,-60.846216159988785,-32.716968719728285,-60.49901528286104,-32.847034739504174,-60.71503240708483
106,-32.716968719728285,-61.54061791424428,-32.45614237133293,-60.846216159988785,-32.579692665878994,-60.870352147514
107,-32.716968719728285,-60.846216159988785,-32.45614237133293,-60.1518144057333,-32.64287512742883,-60.58988270398341
108,-32.45614237133293,-62.92942142275527,-31.934489674542235,-61.54061791424428,-32.02162500101025,-62.92288344759425
109,-32.45614237133293,-61.54061791424428,-31.934489674542235,-60.1518144057333,-32.30645188125757,-60.51572054558564
110,-34.02110046170503,-60.1518144057333,-31.934489674542235,-54.59660037168935,-33.02496282811053,-58.38101979142032
111,-31.934489674542235,-65.70702843977725,-31.412836977751535,-64.31822493126626,-31.67102423253045,-64.78580245103417
112,-31.934489674542235,-64.31822493126626,-31.412836977751535,-62.92942142275527,-31.520010884765878,-64.09560027884615
113,-31.412836977751535,-65.70702843977725,-30.891184280960836,-64.31822493126626,-31.321916233771542,-65.02470120803001
114,-31.412836977751535,-64.31822493126626,-31.28242380355386,-63.97102405413851,-31.371456467624174,-64.20390888964799
115,-31.28242380355386,-64.31822493126626,-31.152010629356184,-63.97102405413851,-31.224366031863156,-64.29662550953549
116,-31.152010629356184,-64.31822493126626,-30.891184280960836,-63.62382317701076,-31.048227258539868,-64.21142737082897
117,-31.934489674542235,-62.92942142275527,-30.891184280960836,-60.1518144057333,-31.539361043734676,-61.059773224498954
118,-30.891184280960836,-62.92942142275527,-29.847878887379437,-60.1518144057333,-30.758375098443,-60.561620806353
119,-31.934489674542235,-60.1518144057333,-29.847878887379437,-54.59660037168935,-30.880719236584262,-56.484232607221784
120,-34.02110046170503,-54.59660037168935,-31.934489674542235,-49.041386337645406,-32.651460988788386,-52.66008510745024
121,-31.934489674542235,-54.59660037168935,-30.891184280960836,-51.81899335466738,-31.607790492681126,-52.10296564701381
122,-31.934489674542235,-51.81899335466738,-30.891184280960836,-49.041386337645406,-31.370449915901784,-51.319278748327015
123,-30.891184280960836,-54.59660037168935,-29.847878887379437,-51.81899335466738,-30.64496380467465,-52.336181666550964
124,-30.891184280960836,-51.81899335466738,-30.369531584170137,-50.430189846156395,-30.76353368427569,-51.7910779150264
125,-30.369531584170137,-51.81899335466738,-30.108705235774785,-51.12459160041189,-30.12307036513822,-51.23543890459908
126,-30.108705235774785,-51.81899335466738,-29.847878887379437,-51.12459160041189,-30.013015342166263,-51.19262050302285
127,-30.108705235774785,-51.12459160041189,-29.847878887379437,-50.430189846156395,-29.961165654753945,-50.84241104181679
128,-30.369531584170137,-50.430189846156395,-29.847878887379437,-49.041386337645406,-29.922085075305624,-50.20328076904488
129,-29.847878887379437,-87.92788457595303,-21.501435738728247,-65.70702843977725,-26.671748863405917,-70.04183680022038
130,-29.847878887379437,-65.70702843977725,-27.76126810021664,-60.1518144057333,-28.6484877312796,-61.526226561512566
131,-29.847878887379437,-60.1518144057333,-27.76126810021664,-54.59660037168935,-28.30877229869773,-56.295137900815064
132,-27.76126810021664,-65.70702843977725,-25.674657313053842,-60.1518144057333,-26.790109449085314,-60.499726462611804
133,-27.76126810021664,-59.45741265147781,-27.500441751821292,-58.763010897222316,-27.517950345465454,-58.879272087902486
134,-27.500441751821292,-59.11021177435006,-27.370028577623614,-58.763010897222316,-27.452674005446042,-58.9575810105539
135,-27.370028577623614,-59.45741265147781,-27.23961540342594,-59.11021177435006,-27.26471223327619,-59.15026959742878
136,-27.370028577623614,-59.11021177435006,-27.23961540342594,-58.763010897222316,-27.329005756992416,-58.957382474873114
137,-27.76126810021664,-58.763010897222316,-27.23961540342594,-57.374207388711326,-27.402386494295897,-58.32437160432374
138,-27.23961540342594,-60.1518144057333,-26.71796270663524,-58.763010897222316,-27.05020900542348,-59.14889207031882
139,-27.23961540342594,-58.763010897222316,-26.71796270663524,-57.374207388711326,-26.85932897541155,-58.099327412662426
140,-27.76126810021664,-57.374207388711326,-27.23961540342594,-55.98540388020034,-27.512697008084604,-56.544978654040655
141,-27.76126810021664,-55.98540388020034,-27.500441751821292,-55.29100212594484,-27.608661799832625,-55.6064441728768
142,-27.76126810021664,-55.29100212594484,-27.500441751821292,-54.59660037168935,-27.629444241802897,-55.07431726185451
143,-27.500441751821292,-55.98540388020034,-27.370028577623614,-55.63820300307259,-27.418073316601042,-55.893859404021704
144,-27.500441751821292,-55.63820300307259,-27.370028577623614,-55.29100212594484,-27.417740764367913,-55.564475164943744
145,-27.370028577623614,-55.98540388020034,-27.23961540342594,-55.63820300307259,-27.34972069199877,-55.90848727676002
146,-27.370028577623614,-55.63820300307259,-27.23961540342594,-55.29100212594484,-27.308855892831872,-55.55099031907836
147,-27.500441751821292,-55.29100212594484,-27.23961540342594,-54.59660037168935,-27.440766432515417,-55.004521833641526
148,-27.23961540342594,-57.374207388711326,-26.71796270663524,-55.98540388020034,-26.9907246452632,-56.70541728399165
149,-27.23961540342594,-55.98540388020034,-26.97878905503059,-55.29100212594484,-27.14354998620388,-55.47674150648407
150,-27.23961540342594,-55.29100212594484,-26.97878905503059,-54.59660037168935,-27.05102534087602,-55.03082481691115
151,-26.97878905503059,-55.98540388020034,-26.71796270663524,-55.29100212594484,-26.815094951884213,-55.41569215111457
152,-26.97878905503059,-55.29100212594484,-26.71796270663524,-54.59660037168935,-26.882801548081417,-55.02136573492049
153,-26.71796270663524,-60.1518144057333,-25.674657313053842,-57.374207388711326,-26.15319871870633,-58.20434641948833
154,-26.71796270663524,-57.374207388711326,-26.19631000984454,-55.98540388020034,-26.656650329605508,-57.139817957591966
155,-26.71796270663524,-55.98540388020034,-26.19631000984454,-54.59660037168935,-26.529556064719173,-54.753308098039426
156,-26.19631000984454,-57.374207388711326,-25.674657313053842,-55.98540388020034,-25.843257017194198,-56.91780893822136
157,-26.19631000984454,-55.98540388020034,-25.674657313053842,-54.59660037168935,-25.89662775688784,-55.14287320430089
158,-29.847878887379437,-54.59660037168935,-28.80457349379804,-51.81899335466738,-29.59400156772862,-52.96656796502893
159,-29.847878887379437,-51.81899335466738,-28.80457349379804,-49.041386337645406,-29.52257099182478,-51.096865598994206
160,-28.80457349379804,-54.59660037168935,-27.76126810021664,-51.81899335466738,-28.289863669069458,-52.414844182736864
161,-28.80457349379804,-51.81899335466738,-28.28292079700734,-50.430189846156395,-28.470306706228218,-51.05017294016703
162,-28.80457349379804,-50.430189846156395,-28.28292079700734,-49.041386337645406,-28.358935219720458,-49.55115431309791
163,-28.28292079700734,-51.81899335466738,-27.76126810021664,-50.430189846156395,-28.131680206913813,-51.20479567427056
164,-28.28292079700734,-50.430189846156395,-27.76126810021664,-49.041386337645406,-27.896080784240795,-49.84245386002218
165,-29.847878887379437,-49.041386337645406,-27.76126810021664,-43.48617230360146,-28.414116387797776,-48.86057992656768
166,-27.76126810021664,-54.59660037168935,-27.23961540342594,-53.20779686317836,-27.284998897073805,-54.183490017061395
167,-27.76126810021664,-53.20779686317836,-27.23961540342594,-51.81899335466738,-27.30990261929423,-51.997965697720346
168,-27.23961540342594,-54.59660037168935,-26.71796270663524,-53.20779686317836,-26.973793451604482,-53.71688809024544
169,-27.23961540342594,-53.20779686317836,-26.97878905503059,-52.513395108922865,-27.09743222693079,-52.63069193901928
170,-27.23961540342594,-52.513395108922865,-26.97878905503059,-51.81899335466738,-27.14353747804181,-51.92161230622486
171,-26.97878905503059,-53.20779686317836,-26.71796270663524,-52.513395108922865,-26.874732186292537,-53.00577420748364
172,-26.97878905503059,-52.513395108922865,-26.71796270663524,-51.81899335466738,-26.87330351371215,-52.20667030017679
173,-27.76126810021664,-51.81899335466738,-27.23961540342594,-50.430189846156395,-27.461178624488298,-51.13694860003141
174,-27.76126810021664,-50.430189846156395,-27.23961540342594,-49.041386337645406,-27.46762667500358,-49.94343394645298
175,-27.23961540342594,-51.81899335466738,-26.71796270663524,-50.430189846156395,-27.02641277741601,-51.36172639423709
176,-27.23961540342594,-50.430189846156395,-26.97878905503059,-49.7357880919009,-26.98092272,-50.3945707
177,-27.23961540342594,-49.7357880919009,-26.97878905503059,-49.041386337645406,-27.074908031799627,-49.56199559937105
178,-26.97878905503059,-50.430189846156395,-26.71796270663524,-49.7357880919009,-26.907056504695046,-49.84154047281304
179,-26.97878905503059,-49.7357880919009,-26.848375880832915,-49.38858721477315,-26.9557489497173,-49.707823905316786
180,-26.97878905503059,-49.38858721477315,-26.848375880832915,-49.041386337645406,-26.898662192100605,-49.141230796506946
181,-26.848375880832915,-49.38858721477315,-26.71796270663524,-49.041386337645406,-26.773400535207198,-49.18409330890174
182,-26.71796270663524,-54.59660037168935,-26.19631000984454,-53.20779686317836,-26.447665831035447,-53.835746984069544
183,-26.71796270663524,-53.20779686317836,-26.19631000984454,-51.81899335466738,-26.32242370990442,-52.60839206816424
184,-26.19631000984454,-54.59660037168935,-25.674657313053842,-53.20779686317836,-25.964859431912146,-53.95440196540919
185,-26.19631000984454,-53.20779686317836,-25.674657313053842,-51.81899335466738,-25.92682857320142,-52.38045469314556
186,-26.71796270663524,-51.81899335466738,-26.19631000984454,-50.430189846156395,-26.393090801347956,-51.21902688454959
187,-26.71796270663524,-50.430189846156395,-26.19631000984454,-49.041386337645406,-26.509637650602663,-49.1860100102552
188,-26.19631000984454,-51.81899335466738,-25.674657313053842,-50.430189846156395,-26.15957559788555,-51.54739141302423
189,-26.19631000984454,-50.430189846156395,-25.674657313053842,-49.041386337645406,-25.934688220205633,-49.52302860973663
190,-27.76126810021664,-49.041386337645406,-27.500441751821292,-48.34698458338991,-27.588490679932622,-48.59616100481058
191,-27.500441751821292,-49.041386337645406,-27.23961540342594,-48.34698458338991,-27.389874945417045,-48.58680175463329
192,-27.23961540342594,-49.041386337645406,-26.97878905503059,-48.34698458338991,-27.101026150651986,-48.59429074113422
193,-26.97878905503059,-49.041386337645406,-26.71796270663524,-48.34698458338991,-26.89649016359952,-48.73217774476017
194,-26.71796270663524,-49.041386337645406,-26.457136358239893,-48.34698458338991,-26.5841154621767,-48.838070638130134
195,-26.457136358239893,-49.041386337645406,-26.326723184042216,-48.69418546051766,-26.372726001855632,-48.818078614535054
196,-26.457136358239893,-48.69418546051766,-26.326723184042216,-48.34698458338991,-26.34898055993198,-48.66303517227944
197,-26.326723184042216,-49.041386337645406,-26.19631000984454,-48.69418546051766,-26.278589402999813,-48.864337522745735
198,-26.326723184042216,-48.69418546051766,-26.19631000984454,-48.34698458338991,-26.235310410706887,-48.566715210708566
199,-26.19631000984454,-49.041386337645406,-25.674657313053842,-47.65258282913442,-25.91567385960722,-48.75162470375018
200,-25.674657313053842,-65.70702843977725,-23.588046525891045,-60.1518144057333,-24.231353471307013,-65.25251631926727
201,-25.674657313053842,-58.06860914296682,-25.413830964658494,-57.374207388711326,-25.503983312194823,-57.48798625951116
202,-25.413830964658494,-58.06860914296682,-25.283417790460817,-57.721408265839074,-25.288523508533668,-57.73038800939333
203,-25.413830964658494,-57.721408265839074,-25.283417790460817,-57.374207388711326,-25.322850788098453,-57.5574619288834
204,-25.283417790460817,-58.06860914296682,-25.153004616263143,-57.721408265839074,-25.282716407426598,-57.736119882778006
205,-25.283417790460817,-57.721408265839074,-25.153004616263143,-57.374207388711326,-25.243765467741103,-57.52467257626203
206,-25.153004616263143,-58.763010897222316,-24.631351919472444,-57.374207388711326,-25.0265284259203,-57.54452106377699
207,-25.674657313053842,-57.374207388711326,-25.413830964658494,-56.67980563445583,-25.539856232672157,-57.20166055570508
208,-25.674657313053842,-56.67980563445583,-25.413830964658494,-55.98540388020034,-25.5177048167105,-56.41140711969225
209,-25.413830964658494,-57.374207388711326,-25.153004616263143,-56.67980563445583,-25.31830284584856,-57.23567732427957
210,-25.413830964658494,-56.67980563445583,-25.153004616263143,-55.98540388020034,-25.1921709139742,-56.274662814129385
211,-25.674657313053842,-55.98540388020034,-25.413830964658494,-55.29100212594484,-25.45752268851858,-55.91775875719908
212,-25.674657313053842,-55.29100212594484,-25.54424413885617,-54.943801248817095,-25.637545355746127,-54.97114184524975
213,-25.674657313053842,-54.943801248817095,-25.54424413885617,-54.59660037168935,-25.559825948778172,-54.631959764312555
214,-25.54424413885617,-54.943801248817095,-25.413830964658494,-54.59660037168935,-25.496937488901416,-54.66305783403937
215,-25.413830964658494,-55.29100212594484,-25.153004616263143,-54.59660037168935,-25.396149843422464,-54.64361559694615
216,-25.153004616263143,-57.374207388711326,-24.631351919472444,-55.98540388020034,-24.892241025198587,-56.526399398129875
217,-24.631351919472444,-60.1518144057333,-23.588046525891045,-57.374207388711326,-24.431484971358,-58.047059236328
218,-24.631351919472444,-57.374207388711326,-23.588046525891045,-54.59660037168935,-24.493830550245757,-56.49331366612264
219,-23.588046525891045,-65.70702843977725,-21.501435738728247,-60.1518144057333,-22.626026276479582,-64.77783420807344
220,-23.588046525891045,-60.1518144057333,-21.501435738728247,-54.59660037168935,-22.42581898485809,-57.021576232548725
221,-25.674657313053842,-54.59660037168935,-25.153004616263143,-53.20779686317836,-25.44750857939488,-54.1450982741048
222,-25.674657313053842,-53.20779686317836,-25.153004616263143,-51.81899335466738,-25.439334246476253,-52.32391170343757
223,-25.153004616263143,-54.59660037168935,-24.631351919472444,-53.20779686317836,-24.914266110851738,-53.61093352162146
224,-25.153004616263143,-53.20779686317836,-24.631351919472444,-51.81899335466738,-25.009282331045927,-52.56608942876309
225,-25.674657313053842,-51.81899335466738,-25.153004616263143,-50.430189846156395,-25.380096588370648,-51.31328015934705
226,-25.674657313053842,-50.430189846156395,-25.413830964658494,-49.7357880919009,-25.45051421865105,-49.960945958026564
227,-25.674657313053842,-49.38858721477315,-25.54424413885617,-49.041386337645406,-25.56784197135079,-49.25992107815793
228,-25.54424413885617,-49.7357880919009,-25.413830964658494,-49.38858721477315,-25.454061060079614,-49.52056420787968
229,-25.54424413885617,-49.38858721477315,-25.413830964658494,-49.041386337645406,-25.4753385662298,-49.26743389400671
230,-25.413830964658494,-50.430189846156395,-25.153004616263143,-49.7357880919009,-25.261597869514045,-49.97986300825626
231,-25.413830964658494,-49.38858721477315,-25.283417790460817,-49.041386337645406,-25.377736865087705,-49.23294445247667
232,-25.283417790460817,-49.38858721477315,-25.153004616263143,-49.041386337645406,-25.271730846481667,-49.30331692661955
233,-25.153004616263143,-51.81899335466738,-24.631351919472444,-50.430189846156395,-24.752846055239072,-50.48475155635955
234,-25.153004616263143,-50.430189846156395,-24.631351919472444,-49.041386337645406,-24.87983548637335,-50.08662486055981
235,-24.631351919472444,-54.59660037168935,-24.109699222681744,-53.20779686317836,-24.317768033286075,-53.85249667710871
236,-24.631351919472444,-53.20779686317836,-24.109699222681744,-51.81899335466738,-24.405467531343618,-52.76571517898672
237,-24.109699222681744,-54.59660037168935,-23.588046525891045,-53.20779686317836,-23.91933096053998,-53.90260083309346
238,-24.109699222681744,-53.20779686317836,-23.588046525891045,-51.81899335466738,-23.834839997503458,-52.52277863069209
239,-24.631351919472444,-51.12459160041189,-24.370525571077096,-50.430189846156395,-24.52580304878546,-50.538080818055924
240,-24.370525571077096,-51.12459160041189,-24.109699222681744,-50.430189846156395,-24.31835318527296,-50.65405775896384
241,-24.631351919472444,-50.430189846156395,-24.109699222681744,-49.041386337645406,-24.420628830011438,-50.16591743693845
242,-24.109699222681744,-51.81899335466738,-23.588046525891045,-50.430189846156395,-23.76828643079525,-51.14399490623052
243,-24.109699222681744,-50.430189846156395,-23.588046525891045,-49.041386337645406,-23.755708239112078,-49.44921928207737
244,-25.674657313053842,-49.041386337645406,-25.54424413885617,-48.69418546051766,-25.575609312515827,-48.86781288784784
245,-25.674657313053842,-48.69418546051766,-25.54424413885617,-48.34698458338991,-25.582615718729137,-48.57485688044399
246,-25.54424413885617,-49.041386337645406,-25.413830964658494,-48.69418546051766,-25.47431064748594,-48.809821571527415
247,-25.54424413885617,-48.69418546051766,-25.413830964658494,-48.34698458338991,-25.52135465423062,-48.527231605046694
248,-25.413830964658494,-49.041386337645406,-25.153004616263143,-48.34698458338991,-25.28133846894199,-48.926531748648785
